County,Tier,price,year,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color
Guilford,2,6499,2009,good,6 cylinders,gas,151457,clean,automatic,fwd,van,blue
Guilford,2,24200,2015,good,6 cylinders,gas,24805,clean,other,rwd,coupe,black
Guilford,2,13558,2012,excellent,6 cylinders,gas,126846,clean,automatic,4wd,SUV,black
Guilford,2,2400,2005,good,4 cylinders,hybrid,187766,clean,automatic,rwd,SUV,red
Guilford,2,13895,2009,good,6 cylinders,gas,92638,clean,automatic,4wd,wagon,silver
Guilford,2,22981,2013,excellent,8 cylinders,gas,131983,clean,automatic,rwd,SUV,black
Guilford,2,8500,2007,good,4 cylinders,gas,112070,clean,automatic,fwd,SUV,blue
Guilford,2,30981,2013,excellent,6 cylinders,gas,55866,clean,manual,4wd,SUV,green
Guilford,2,22981,2013,excellent,8 cylinders,gas,131983,clean,automatic,rwd,SUV,black
Guilford,2,5900,2000,good,8 cylinders,gas,80655,clean,automatic,rwd,truck,white
Guilford,2,22495,2013,excellent,8 cylinders,gas,96555,clean,automatic,4wd,truck,silver
Guilford,2,5500,2006,good,8 cylinders,gas,170372,clean,automatic,4wd,SUV,brown
Guilford,2,15981,2006,excellent,8 cylinders,gas,141362,clean,automatic,4wd,pickup,blue
Guilford,2,15085,2015,excellent,4 cylinders,gas,55156,clean,automatic,fwd,sedan,black
Guilford,2,5700,2006,excellent,4 cylinders,gas,179570,clean,automatic,4wd,sedan,silver
Guilford,2,1800,2000,excellent,6 cylinders,gas,182000,clean,automatic,fwd,mini-van,white
Guilford,2,18699,2010,good,8 cylinders,gas,142072,clean,automatic,4wd,SUV,silver
Guilford,2,13558,2012,excellent,6 cylinders,gas,126846,clean,automatic,4wd,SUV,black
Guilford,2,16798,2009,excellent,8 cylinders,gas,117000,clean,automatic,4wd,SUV,silver
Guilford,2,4000,2008,good,4 cylinders,gas,169000,clean,manual,fwd,coupe,black
Guilford,2,11999,2013,good,4 cylinders,gas,59750,clean,automatic,fwd,sedan,silver
Guilford,2,16995,2006,like new,8 cylinders,gas,90000,clean,automatic,4wd,SUV,black
Guilford,2,21995,2008,good,6 cylinders,gas,127871,clean,automatic,4wd,SUV,green
Guilford,2,19500,2009,excellent,8 cylinders,gas,131000,clean,automatic,rwd,sedan,white
Guilford,2,5900,2011,excellent,other,gas,116733,clean,automatic,fwd,sedan,blue
Guilford,2,27355,2016,excellent,6 cylinders,gas,49037,clean,automatic,rwd,truck,brown
Guilford,2,19500,2009,excellent,8 cylinders,gas,131000,clean,automatic,rwd,sedan,white
Guilford,2,7500,1999,excellent,6 cylinders,gas,96000,clean,automatic,fwd,convertible,blue
Guilford,2,7000,2011,like new,4 cylinders,gas,167000,clean,automatic,4wd,SUV,white
Guilford,2,10000,1987,good,8 cylinders,diesel,3.00E+05,clean,automatic,fwd,other,blue
Guilford,2,26900,2006,excellent,other,gas,152827,clean,automatic,4wd,pickup,red
Guilford,2,20900,2011,excellent,other,gas,125358,clean,automatic,4wd,SUV,silver
Guilford,2,7200,2010,good,6 cylinders,gas,129000,clean,automatic,fwd,sedan,black
Guilford,2,8000,1970,good,8 cylinders,gas,119882.3653,clean,automatic,rwd,coupe,grey
Guilford,2,3800,2006,excellent,6 cylinders,gas,205000,clean,automatic,4wd,wagon,silver
Guilford,2,17900,2004,excellent,other,gas,164400,clean,automatic,4wd,pickup,grey
Guilford,2,7000,1999,excellent,8 cylinders,diesel,119882.3653,clean,automatic,rwd,bus,yellow
Guilford,2,33481,2015,excellent,8 cylinders,gas,110494,clean,automatic,4wd,pickup,black
Guilford,2,19981,2013,excellent,8 cylinders,gas,115110,clean,automatic,4wd,SUV,red
Guilford,2,2600,2000,excellent,6 cylinders,gas,145000,clean,automatic,fwd,sedan,white
Guilford,2,16798,2009,excellent,8 cylinders,gas,117000,clean,automatic,4wd,SUV,silver
Guilford,2,7800,2012,excellent,4 cylinders,gas,121000,clean,automatic,fwd,sedan,black
Guilford,2,2500,2000,good,8 cylinders,gas,2.00E+05,missing,automatic,rwd,coupe,silver
Guilford,2,3000,2006,excellent,6 cylinders,gas,119882.3653,clean,automatic,fwd,sedan,black
Guilford,2,7495,2001,like new,6 cylinders,gas,150658,clean,automatic,rwd,SUV,red
Guilford,2,11500,2014,good,4 cylinders,gas,96779,clean,automatic,fwd,sedan,black
Guilford,2,1500,1998,fair,8 cylinders,gas,119882.3653,clean,automatic,4wd,SUV,blue
Guilford,2,10995,2015,excellent,4 cylinders,gas,70400,clean,automatic,fwd,sedan,red
Guilford,2,3300,2008,excellent,4 cylinders,gas,166000,rebuilt,automatic,fwd,sedan,silver
Guilford,2,2800,2007,salvage,4 cylinders,gas,203336,salvage,automatic,fwd,hatchback,orange
Guilford,2,15998,2014,excellent,4 cylinders,gas,119882.4,clean,automatic,4wd,sedan,white
Guilford,2,22500,2013,excellent,other,gas,47540,clean,automatic,rwd,pickup,grey
Guilford,2,4600,1996,excellent,6 cylinders,gas,78467,clean,automatic,rwd,convertible,red
Guilford,2,3300,2007,excellent,4 cylinders,gas,201000,clean,automatic,fwd,sedan,red
Guilford,2,33750,2015,excellent,8 cylinders,gas,109917,clean,automatic,4wd,pickup,black
Guilford,2,700,1996,good,8 cylinders,gas,206000,clean,automatic,rwd,coupe,white
Guilford,2,26225,2011,excellent,8 cylinders,gas,112121,clean,automatic,4wd,SUV,black
Guilford,2,11900,2006,good,8 cylinders,gas,159370,clean,automatic,4wd,SUV,silver
Guilford,2,37800,2018,good,8 cylinders,gas,4182,clean,other,4wd,pickup,white
Guilford,2,1800,2001,good,4 cylinders,gas,245146,clean,automatic,4wd,mini-van,blue
Guilford,2,5600,2006,excellent,6 cylinders,gas,81000,clean,automatic,4wd,SUV,red
Guilford,2,12500,1973,like new,8 cylinders,gas,50000,clean,automatic,rwd,convertible,brown
Guilford,2,10500,2014,excellent,other,gas,71455,clean,automatic,fwd,sedan,silver
Guilford,2,17900,2014,excellent,other,gas,62254,clean,automatic,rwd,sedan,grey
Guilford,2,5000,2009,good,4 cylinders,gas,118000,clean,automatic,fwd,coupe,silver
Guilford,2,18900,2017,like new,6 cylinders,gas,31500,clean,automatic,rwd,sedan,black
Guilford,2,18900,2011,good,8 cylinders,gas,145710,clean,automatic,4wd,SUV,white
Guilford,2,3800,2000,good,8 cylinders,gas,228000,clean,automatic,4wd,truck,white
Guilford,2,11800,2007,excellent,6 cylinders,gas,94200,clean,automatic,rwd,convertible,grey
Guilford,2,19500,2009,excellent,8 cylinders,gas,131000,clean,automatic,rwd,sedan,white
Guilford,2,8500,2010,like new,4 cylinders,gas,113000,clean,automatic,fwd,SUV,blue
Guilford,2,6995,2006,like new,6 cylinders,gas,217873,clean,automatic,fwd,sedan,white
Guilford,2,27981,2013,excellent,8 cylinders,gas,49179,clean,automatic,rwd,pickup,white
Guilford,2,5500,2006,good,4 cylinders,gas,206000,clean,automatic,fwd,sedan,white
Guilford,2,15981,2006,excellent,8 cylinders,gas,141362,clean,automatic,4wd,pickup,blue
Guilford,2,8950,2013,like new,6 cylinders,gas,131000,clean,automatic,fwd,sedan,blue
Guilford,2,1000,2001,good,4 cylinders,gas,242050,clean,automatic,fwd,sedan,grey
Guilford,2,3300,2007,good,4 cylinders,gas,188000,rebuilt,automatic,fwd,sedan,blue
Guilford,2,12895,2009,good,6 cylinders,gas,74038,clean,automatic,fwd,sedan,red
Guilford,2,2700,2004,good,4 cylinders,gas,183000,clean,automatic,fwd,sedan,green
Guilford,2,28481,2014,excellent,8 cylinders,gas,133091,clean,automatic,4wd,pickup,silver
Guilford,2,6981,2012,good,4 cylinders,gas,98240,clean,automatic,fwd,hatchback,silver
Guilford,2,29900,2009,excellent,other,gas,111798,clean,automatic,4wd,pickup,red
Guilford,2,14981,2006,excellent,8 cylinders,gas,141362,clean,automatic,4wd,pickup,blue
Guilford,2,7495,2001,like new,8 cylinders,gas,184329,clean,automatic,4wd,SUV,black
Guilford,2,3200,2005,good,6 cylinders,gas,200678,clean,automatic,fwd,van,white
Guilford,2,9981,2004,excellent,8 cylinders,gas,113138,clean,automatic,4wd,SUV,black
Guilford,2,5500,2011,like new,4 cylinders,gas,105000,salvage,automatic,fwd,sedan,brown
Guilford,2,33750,2015,excellent,8 cylinders,gas,110494,clean,automatic,4wd,pickup,black
Guilford,2,14995,2010,good,6 cylinders,gas,119314,clean,automatic,4wd,SUV,silver
Guilford,2,32000,1966,excellent,8 cylinders,gas,119882.4,clean,automatic,rwd,coupe,red
Guilford,2,17900,2011,excellent,other,gas,81118,clean,automatic,4wd,SUV,silver
Guilford,2,13995,2012,excellent,4 cylinders,gas,126281,clean,automatic,4wd,SUV,grey
Guilford,2,6500,1980,excellent,other,gas,91000,clean,manual,rwd,coupe,red
Guilford,2,24981,2011,excellent,8 cylinders,gas,128766,clean,automatic,4wd,SUV,grey
Guilford,2,10995,2016,like new,4 cylinders,gas,24180,clean,automatic,fwd,sedan,red
Guilford,2,21500,2013,excellent,other,gas,116087,clean,manual,4wd,SUV,blue
Guilford,2,3500,2002,good,8 cylinders,gas,206000,clean,automatic,4wd,SUV,grey
Guilford,2,3995,2009,excellent,4 cylinders,gas,172000,clean,automatic,fwd,sedan,black
Guilford,2,2500,2010,fair,4 cylinders,gas,252320,clean,automatic,fwd,sedan,grey
Guilford,2,1400,1999,good,4 cylinders,gas,210745,clean,manual,rwd,sedan,white
Guilford,2,2500,2002,good,4 cylinders,gas,191500,clean,automatic,fwd,sedan,blue
Guilford,2,9900,2008,good,8 cylinders,gas,192290,clean,automatic,rwd,truck,grey
Guilford,2,4500,1999,excellent,8 cylinders,gas,123000,clean,automatic,fwd,sedan,white
Guilford,2,5900,2009,excellent,other,gas,93030,clean,automatic,fwd,hatchback,silver
Guilford,2,3500,1987,good,8 cylinders,gas,81000,clean,automatic,rwd,other,green
Guilford,2,6999,2007,excellent,other,gas,116384,clean,automatic,fwd,sedan,silver
Guilford,2,27200,2016,good,8 cylinders,gas,31104,clean,other,rwd,coupe,red
Guilford,2,17000,1999,excellent,8 cylinders,gas,61067,clean,automatic,rwd,coupe,red
Guilford,2,22400,2018,good,6 cylinders,gas,19496,clean,other,rwd,coupe,white
Guilford,2,20900,2017,good,6 cylinders,gas,27002,clean,other,rwd,coupe,black
Guilford,2,16995,2014,excellent,4 cylinders,gas,119722,clean,automatic,4wd,SUV,white
Guilford,2,22685,2012,excellent,6 cylinders,gas,64872,clean,automatic,4wd,SUV,silver
Guilford,2,34000,2010,good,8 cylinders,diesel,2.00E+05,clean,automatic,rwd,truck,silver
Guilford,2,8900,2004,excellent,other,gas,189728,clean,automatic,4wd,pickup,blue
Guilford,2,2800,2008,good,5 cylinders,gas,172854,clean,automatic,rwd,coupe,blue
Guilford,2,6200,2006,excellent,6 cylinders,gas,83590,clean,automatic,rwd,sedan,silver
Guilford,2,16900,2012,excellent,other,gas,102511,clean,automatic,4wd,SUV,white
Guilford,2,450,2011,excellent,6 cylinders,gas,1482248.25,clean,automatic,fwd,sedan,blue
Guilford,2,15500,2007,like new,8 cylinders,gas,65000,clean,automatic,4wd,truck,silver
Guilford,2,2500,2012,good,5 cylinders,electric,50000,clean,automatic,rwd,truck,red
Guilford,2,6800,2011,good,4 cylinders,gas,169000,clean,manual,4wd,wagon,white
Guilford,2,10900,2013,good,4 cylinders,gas,80195,clean,automatic,fwd,sedan,grey
Guilford,2,7900,2007,good,6 cylinders,gas,158600,clean,automatic,fwd,SUV,grey
Guilford,2,9981,2004,excellent,6 cylinders,gas,106162,clean,automatic,rwd,SUV,green
Guilford,2,9000,2009,like new,8 cylinders,gas,175000,clean,automatic,4wd,SUV,grey
Guilford,2,18900,2012,good,6 cylinders,gas,82928,clean,automatic,rwd,convertible,white
Guilford,2,7495,2003,like new,8 cylinders,gas,211917,clean,automatic,4wd,SUV,red
Guilford,2,5995,2002,like new,6 cylinders,gas,208855,clean,automatic,fwd,sedan,blue
Guilford,2,22981,2011,excellent,8 cylinders,gas,144158,clean,automatic,4wd,SUV,white
Guilford,2,10900,2010,excellent,other,gas,94443,clean,automatic,fwd,SUV,white
Guilford,2,6995,2008,like new,4 cylinders,gas,153852,clean,automatic,fwd,sedan,grey
Guilford,2,9981,2013,excellent,4 cylinders,gas,116496,clean,automatic,4wd,SUV,white
Guilford,2,14000,2013,excellent,6 cylinders,gas,53000,rebuilt,automatic,4wd,sedan,white
Guilford,2,14998,2008,excellent,8 cylinders,gas,120000,clean,automatic,4wd,SUV,white
Guilford,2,13995,2012,excellent,4 cylinders,gas,126281,clean,automatic,4wd,SUV,grey
Guilford,2,8995,2007,like new,8 cylinders,gas,111245,clean,manual,rwd,truck,silver
Guilford,2,6000,2009,excellent,6 cylinders,gas,103000,clean,automatic,fwd,sedan,white
Guilford,2,3000,2006,excellent,6 cylinders,gas,225000,clean,automatic,4wd,SUV,white
Guilford,2,23981,2009,excellent,5 cylinders,gas,78303,clean,automatic,4wd,SUV,black
Guilford,2,2910,2006,excellent,4 cylinders,gas,150000,clean,automatic,fwd,hatchback,orange
Guilford,2,2500,2002,new,4 cylinders,gas,119882.3653,clean,automatic,fwd,wagon,blue
Guilford,2,9250,1999,excellent,8 cylinders,diesel,225000,clean,automatic,rwd,bus,yellow
Guilford,2,17585,2007,excellent,8 cylinders,gas,131307,clean,automatic,4wd,SUV,white
Guilford,2,3700,2008,excellent,6 cylinders,gas,186300,rebuilt,automatic,fwd,sedan,blue
Guilford,2,15500,2014,excellent,other,gas,73306,clean,automatic,fwd,sedan,silver
Guilford,2,15981,2006,excellent,8 cylinders,gas,141362,clean,automatic,4wd,pickup,blue
Guilford,2,8000,2012,excellent,4 cylinders,gas,1065682,clean,automatic,fwd,sedan,blue
Guilford,2,3000,1978,good,8 cylinders,gas,119882.3653,clean,automatic,rwd,pickup,green
Guilford,2,19900,2003,excellent,other,gas,68467,clean,automatic,rwd,pickup,white
Guilford,2,2700,2006,excellent,8 cylinders,gas,221000,clean,automatic,4wd,SUV,grey
Guilford,2,5995,2009,like new,4 cylinders,gas,166496,clean,automatic,fwd,sedan,blue
Guilford,2,19900,2003,excellent,other,gas,68467,clean,automatic,rwd,pickup,white
Guilford,2,34981,2017,excellent,8 cylinders,gas,27115,clean,automatic,rwd,pickup,silver
Guilford,2,22981,2011,excellent,8 cylinders,gas,144158,clean,automatic,4wd,SUV,white
Guilford,2,20000,2016,like new,6 cylinders,gas,39931,clean,automatic,rwd,coupe,black
Guilford,2,42645,2013,excellent,6 cylinders,diesel,70151,clean,automatic,4wd,truck,black
Guilford,2,2000,2000,excellent,6 cylinders,gas,182000,clean,automatic,fwd,mini-van,white
Guilford,2,3700,2007,good,6 cylinders,gas,229555,clean,automatic,fwd,mini-van,blue
Guilford,2,650,2004,fair,4 cylinders,gas,162855,clean,automatic,fwd,sedan,green
Guilford,2,16500,2007,excellent,8 cylinders,gas,170000,lien,automatic,4wd,truck,white
Guilford,2,1500,1995,good,6 cylinders,gas,119882.3653,clean,automatic,rwd,pickup,white
Guilford,2,23981,2009,excellent,5 cylinders,gas,78303,clean,automatic,4wd,SUV,black
Guilford,2,15981,2013,excellent,6 cylinders,gas,119348,clean,automatic,rwd,sedan,black
Guilford,2,2000,1995,excellent,8 cylinders,gas,119882.3653,clean,automatic,fwd,coupe,black
Guilford,2,2600,2006,excellent,4 cylinders,gas,136000,clean,automatic,fwd,sedan,green
Guilford,2,1500,2000,good,6 cylinders,gas,136616,clean,automatic,rwd,coupe,silver
Guilford,2,6500,2009,excellent,6 cylinders,gas,166200,clean,automatic,fwd,sedan,blue
Guilford,2,1600,2000,good,6 cylinders,gas,184756,salvage,automatic,fwd,sedan,white
Guilford,2,6495,2004,like new,8 cylinders,gas,182338,clean,automatic,4wd,SUV,grey
Guilford,2,3800,1997,good,8 cylinders,gas,119882.4,clean,automatic,rwd,truck,red
Guilford,2,6950,2010,excellent,4 cylinders,gas,1.00E+05,clean,automatic,fwd,SUV,blue
Guilford,2,6900,1999,excellent,other,gas,176539,clean,automatic,4wd,pickup,grey
Guilford,2,3000,2001,like new,6 cylinders,gas,151000,clean,manual,fwd,convertible,white
Guilford,2,3700,2004,good,8 cylinders,gas,152000,clean,automatic,rwd,sedan,silver
Guilford,2,18500,2010,excellent,other,gas,95358,clean,automatic,rwd,SUV,black
Guilford,2,14971,2011,like new,6 cylinders,gas,73000,clean,automatic,4wd,sedan,grey
Guilford,2,4800,2005,like new,6 cylinders,gas,61000,clean,automatic,fwd,wagon,silver
Guilford,2,4250,2005,excellent,6 cylinders,gas,119882.4,clean,automatic,fwd,sedan,black
Guilford,2,1600,2000,good,8 cylinders,gas,119882.3653,clean,automatic,4wd,SUV,brown
Guilford,2,2690,2001,good,6 cylinders,gas,170730,clean,automatic,fwd,van,blue
Guilford,2,19500,2011,excellent,4 cylinders,gas,33815,clean,automatic,fwd,convertible,black
Guilford,2,2900,2000,fair,4 cylinders,gas,1482248.25,salvage,automatic,fwd,sedan,black
Guilford,2,17995,2014,like new,4 cylinders,diesel,4988,clean,automatic,fwd,coupe,white
Guilford,2,21981,2013,excellent,8 cylinders,gas,114977,clean,automatic,4wd,SUV,red
Guilford,2,6900,2000,excellent,8 cylinders,gas,102000,clean,automatic,rwd,van,custom
Guilford,2,24981,2015,excellent,8 cylinders,gas,87951,clean,automatic,4wd,pickup,blue
Guilford,2,9700,2016,like new,4 cylinders,gas,126000,clean,automatic,fwd,sedan,silver
Guilford,2,19500,2009,excellent,8 cylinders,gas,131000,clean,automatic,rwd,sedan,white
Guilford,2,7950,2012,excellent,4 cylinders,gas,70500,clean,automatic,fwd,sedan,silver
Guilford,2,900,2003,salvage,6 cylinders,gas,150000,salvage,automatic,rwd,sedan,black
Guilford,2,27910,2013,excellent,6 cylinders,gas,117131,clean,automatic,4wd,SUV,custom
Guilford,2,6800,2012,like new,4 cylinders,gas,101000,clean,automatic,fwd,sedan,black
Guilford,2,6995,2003,like new,4 cylinders,gas,178984,clean,automatic,4wd,SUV,silver
Guilford,2,22981,2013,excellent,8 cylinders,gas,115110,clean,automatic,4wd,SUV,red
Guilford,2,15981,2013,excellent,6 cylinders,gas,119348,clean,automatic,rwd,sedan,black
Guilford,2,22981,2013,excellent,8 cylinders,gas,131983,clean,automatic,rwd,SUV,black
Guilford,2,5500,2006,excellent,other,gas,122547,clean,automatic,fwd,SUV,white
Guilford,2,25000,2014,good,6 cylinders,other,51686,clean,other,4wd,pickup,red
Guilford,2,9000,2013,like new,4 cylinders,gas,87000,clean,automatic,fwd,sedan,white
Guilford,2,33585,2011,excellent,8 cylinders,diesel,126130,clean,automatic,4wd,truck,custom
Guilford,2,13995,2012,excellent,4 cylinders,gas,126281,clean,automatic,4wd,SUV,grey
Guilford,2,2200,2001,good,4 cylinders,gas,119882.4,rebuilt,automatic,fwd,hatchback,blue
Guilford,2,750,1999,salvage,4 cylinders,gas,140,clean,manual,fwd,sedan,red
Guilford,2,17995,2010,good,8 cylinders,gas,168970,clean,automatic,rwd,SUV,black
Guilford,2,19500,2009,excellent,8 cylinders,gas,131000,clean,automatic,rwd,sedan,white
Guilford,2,9000,2012,excellent,4 cylinders,gas,49000,clean,automatic,fwd,sedan,red
Guilford,2,20400,2011,good,8 cylinders,gas,59719,clean,other,rwd,coupe,orange
Guilford,2,4500,2000,good,8 cylinders,gas,1482248,clean,automatic,fwd,sedan,black
Guilford,2,24981,2015,excellent,8 cylinders,gas,87951,clean,automatic,4wd,pickup,blue
Guilford,2,25981,2013,excellent,8 cylinders,gas,109655,clean,automatic,4wd,SUV,white
Guilford,2,2900,1978,good,8 cylinders,gas,119882.4,clean,automatic,rwd,pickup,green
Guilford,2,3400,2008,good,6 cylinders,gas,180000,clean,automatic,rwd,sedan,black
Guilford,2,5000,2006,excellent,6 cylinders,gas,127100,clean,automatic,fwd,mini-van,custom
Guilford,2,13585,2005,excellent,8 cylinders,gas,182588,clean,automatic,4wd,truck,red
Guilford,2,7995,2009,like new,6 cylinders,gas,197850,clean,automatic,rwd,coupe,grey
Guilford,2,2000,2006,excellent,4 cylinders,gas,143000,clean,manual,fwd,coupe,black
Guilford,2,12900,2007,excellent,8 cylinders,gas,146374,clean,automatic,4wd,SUV,white
Guilford,2,8900,2010,good,6 cylinders,gas,151900,clean,automatic,fwd,sedan,grey
Guilford,2,9885,2009,good,4 cylinders,gas,110416,clean,automatic,fwd,sedan,silver
Guilford,2,5500,2007,excellent,6 cylinders,gas,219000,clean,automatic,fwd,sedan,white
Guilford,2,4600,2006,fair,6 cylinders,gas,119882.3653,rebuilt,automatic,rwd,coupe,black
Guilford,2,8900,2008,good,4 cylinders,gas,104519,clean,automatic,4wd,SUV,silver
Guilford,2,17000,2007,excellent,8 cylinders,gas,150000,clean,automatic,4wd,SUV,white
Guilford,2,3000,2005,good,6 cylinders,gas,199750,clean,automatic,fwd,mini-van,blue
Guilford,2,19981,2011,excellent,8 cylinders,gas,145724,clean,automatic,4wd,pickup,white
Guilford,2,23981,2014,excellent,8 cylinders,gas,111500,clean,automatic,4wd,SUV,white
Guilford,2,25981,2013,excellent,8 cylinders,gas,109655,clean,automatic,4wd,SUV,white
Guilford,2,5999,2006,good,6 cylinders,gas,207000,clean,automatic,fwd,convertible,black
Guilford,2,3700,2004,good,8 cylinders,gas,152000,clean,automatic,rwd,sedan,silver
Guilford,2,7981,2004,excellent,8 cylinders,gas,114847,clean,automatic,4wd,SUV,black
Guilford,2,25981,2013,excellent,8 cylinders,gas,109655,clean,automatic,4wd,SUV,white
Guilford,2,7500,2000,excellent,6 cylinders,gas,133000,clean,automatic,rwd,van,grey
Guilford,2,15285,2015,excellent,4 cylinders,diesel,58225,clean,automatic,4wd,sedan,white
Guilford,2,2500,2000,like new,8 cylinders,gas,183000,clean,automatic,rwd,sedan,silver
Guilford,2,6200,2005,like new,8 cylinders,gas,119882.4,clean,automatic,4wd,truck,white
Guilford,2,4500,2010,good,4 cylinders,gas,138900,clean,automatic,fwd,sedan,silver
Guilford,2,12995,2012,excellent,6 cylinders,gas,126846,clean,automatic,4wd,SUV,black
Guilford,2,4299,2008,good,6 cylinders,gas,179200,clean,automatic,fwd,truck,white
Guilford,2,15585,2006,excellent,8 cylinders,gas,165893,clean,automatic,4wd,truck,black
Guilford,2,6900,2008,excellent,other,gas,158523,clean,automatic,fwd,mini-van,white
Guilford,2,5900,2004,excellent,other,gas,128620,clean,automatic,fwd,sedan,white
Guilford,2,18300,2017,good,6 cylinders,gas,34269,clean,automatic,fwd,mini-van,silver
Guilford,2,4200,2007,excellent,6 cylinders,gas,198359,clean,automatic,rwd,SUV,green
Guilford,2,26700,2016,good,6 cylinders,other,74276,clean,other,4wd,pickup,silver
Guilford,2,29100,2015,good,6 cylinders,gas,45179,clean,other,4wd,pickup,white
Guilford,2,4400,2006,excellent,6 cylinders,gas,207527,clean,automatic,fwd,sedan,silver
Guilford,2,18699,2010,good,8 cylinders,gas,138448,clean,automatic,4wd,SUV,black
Guilford,2,13407,2012,good,6 cylinders,gas,123107,clean,automatic,4wd,SUV,white
Guilford,2,5500,2007,excellent,6 cylinders,gas,219000,clean,automatic,fwd,sedan,white
Guilford,2,7500,1973,like new,8 cylinders,gas,50000,clean,automatic,rwd,convertible,brown
Guilford,2,3150,2002,good,6 cylinders,gas,87800,clean,automatic,fwd,sedan,silver
Guilford,2,4500,2006,excellent,6 cylinders,gas,170000,clean,automatic,fwd,mini-van,blue
Guilford,2,9877,2008,excellent,6 cylinders,gas,119882.3653,clean,automatic,4wd,SUV,white
Guilford,2,35000,2015,good,6 cylinders,gas,38000,clean,automatic,4wd,truck,black
Guilford,2,3300,1994,excellent,4 cylinders,gas,119882.4,salvage,manual,rwd,truck,green
Guilford,2,9700,2016,like new,4 cylinders,gas,126000,clean,automatic,fwd,sedan,silver
Guilford,2,6495,2004,like new,6 cylinders,gas,184089,clean,automatic,fwd,sedan,silver
Guilford,2,15981,2006,excellent,8 cylinders,gas,141362,clean,automatic,4wd,pickup,blue
Guilford,2,7800,2009,like new,4 cylinders,gas,68000,clean,automatic,fwd,sedan,grey
Guilford,2,41085,2015,excellent,8 cylinders,gas,79306,clean,automatic,4wd,SUV,white
Guilford,2,4500,2008,excellent,6 cylinders,gas,155000,clean,automatic,4wd,SUV,black
Guilford,2,3750,2001,fair,6 cylinders,gas,74442,clean,automatic,rwd,sedan,silver
Guilford,2,2500,1995,good,8 cylinders,gas,334000,clean,automatic,4wd,SUV,white
Guilford,2,14900,2013,excellent,other,gas,48663,clean,automatic,fwd,sedan,white
Guilford,2,7900,2007,excellent,other,gas,121384,clean,automatic,fwd,SUV,black
Guilford,2,30981,2013,excellent,6 cylinders,gas,55866,clean,manual,4wd,SUV,green
Guilford,2,13500,1997,excellent,8 cylinders,gas,74000,clean,manual,rwd,coupe,silver
Guilford,2,5000,2004,excellent,4 cylinders,gas,105800,clean,manual,rwd,sedan,green
Guilford,2,22981,2013,excellent,8 cylinders,gas,115110,clean,automatic,4wd,SUV,red
Guilford,2,1300,2001,fair,6 cylinders,gas,119882.4,clean,automatic,4wd,SUV,blue
Guilford,2,1300,2001,fair,6 cylinders,gas,119882.4,clean,automatic,4wd,SUV,blue
Guilford,2,10000,2007,excellent,8 cylinders,gas,119882.4,clean,automatic,4wd,coupe,silver
Guilford,2,1500,2001,good,8 cylinders,gas,119882.3653,clean,automatic,4wd,SUV,white
Guilford,2,9885,2009,good,4 cylinders,gas,110416,clean,automatic,fwd,sedan,silver
Guilford,2,11900,2013,excellent,other,gas,48735,clean,automatic,fwd,sedan,silver
Guilford,2,14385,2016,excellent,4 cylinders,gas,80780,clean,automatic,fwd,sedan,grey
Guilford,2,10500,2013,good,6 cylinders,gas,82343,clean,automatic,rwd,pickup,white
Guilford,2,10471,2008,excellent,6 cylinders,gas,119882.3653,clean,automatic,4wd,SUV,white
Guilford,2,4100,2003,good,4 cylinders,gas,119882.3653,salvage,automatic,fwd,sedan,custom
Guilford,2,20600,2015,good,6 cylinders,gas,32305,clean,other,4wd,other,white
Guilford,2,3500,2006,good,4 cylinders,gas,101000,rebuilt,automatic,fwd,hatchback,red
Guilford,2,27355,2016,excellent,6 cylinders,gas,49037,clean,automatic,rwd,truck,brown
Guilford,2,4000,2010,good,4 cylinders,gas,102000,lien,automatic,fwd,hatchback,blue
Guilford,2,8900,2011,good,6 cylinders,gas,133750,clean,automatic,fwd,sedan,grey
Guilford,2,7000,2003,excellent,8 cylinders,gas,167500,clean,automatic,4wd,SUV,white
Guilford,2,15300,2008,excellent,8 cylinders,gas,98996,clean,automatic,4wd,sedan,grey
Guilford,2,11900,2011,good,6 cylinders,gas,60555,clean,automatic,rwd,sedan,silver
Guilford,2,500,2004,good,6 cylinders,gas,119882.4,clean,automatic,fwd,sedan,blue
Guilford,2,2500,2000,good,4 cylinders,gas,119882.3653,clean,manual,rwd,truck,blue
Guilford,2,1795,2001,fair,6 cylinders,gas,285000,clean,automatic,fwd,coupe,red
Guilford,2,22685,2012,excellent,6 cylinders,gas,64872,clean,automatic,4wd,SUV,silver
Guilford,2,3800,1997,good,8 cylinders,gas,119882.3653,clean,automatic,rwd,truck,red
Guilford,2,8900,2007,good,6 cylinders,gas,98288,clean,automatic,rwd,coupe,black
Guilford,2,39499,2013,like new,8 cylinders,diesel,119882.4,clean,automatic,4wd,truck,black
Guilford,2,7450,2005,excellent,6 cylinders,gas,179500,clean,automatic,fwd,mini-van,brown
Guilford,2,4500,2009,like new,4 cylinders,gas,20000,salvage,automatic,fwd,hatchback,white
Guilford,2,13500,2014,excellent,other,gas,59542,clean,automatic,4wd,SUV,grey
Guilford,2,9800,2011,excellent,6 cylinders,gas,129000,clean,automatic,fwd,mini-van,silver
Guilford,2,14900,2014,excellent,other,gas,37212,clean,automatic,fwd,SUV,white
